"sample","count","length","legal.sublegal","family","genus","species","project","campaignid"
"863","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"864","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"868","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"917","3","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"922","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"924","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"926","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"927","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"928","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"945","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1011","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1065","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1066","3","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1067","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1070","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1071","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1076","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1081","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1090","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1117","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1121","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1122","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1125","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1133","3","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1135","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1140","4","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1141","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1147","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1164","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1169","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1188","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1191","3","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1192","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1196","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1204","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1209","3","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1220","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1222","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1225","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1246","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1251","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1252","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1255","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1257","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1259","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"824","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"843","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"852","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"864","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"877","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"915","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"927","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"982","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1066","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1090","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1117","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1118","3","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1119","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1121","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1122","2","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1125","2","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1133","2","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1164","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1169","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1192","3","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1211","2","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1220","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1253","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"870","2","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"914","1","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1118","1","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1140","3","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1169","1","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1254","1","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"841","1","115","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"842","1","115","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"875","1","115","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"825","1","125","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"833","1","125","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"879","3","125","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1065","1","125","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1067","2","125","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1068","8","125","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1117","2","125","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1122","1","125","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1169","1","125","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1241","1","125","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1279","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1281","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1348","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1376","2","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1382","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1405","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1432","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1496","3","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1501","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1505","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1514","3","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1539","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1543","2","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1544","7","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1545","5","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1576","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1577","3","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1578","4","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1579","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1583","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1585","2","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1587","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1630","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1633","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1662","2","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1675","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1680","2","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1685","4","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1686","2","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1689","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1691","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1744","2","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1745","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1786","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1787","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1789","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1794","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1831","1","35","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1273","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1275","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1276","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1291","4","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1350","4","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1360","4","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1389","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1432","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1467","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1489","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1495","6","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1496","2","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1502","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1507","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1510","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1512","6","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1514","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1524","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1539","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1544","3","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1545","4","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1546","3","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1547","3","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1548","2","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1576","2","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1577","3","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1586","2","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1587","2","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1595","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1634","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1639","3","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1644","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1668","3","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1675","4","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1677","2","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1679","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1680","3","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1682","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1700","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1703","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1745","2","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1752","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1754","2","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1755","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1785","2","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1786","2","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1787","3","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1791","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1794","2","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1805","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1282","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1285","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1294","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1404","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1405","2","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1418","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1429","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1435","5","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1489","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1492","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1493","2","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1502","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1507","3","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1512","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1524","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1528","3","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1534","3","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1544","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1545","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
